1082
2552.82 2454.29 9.81 0
2552.82 2440.76 9.71 0
2552.70 2424.66 9.37 0
2552.70 2408.50 8.79 0
2552.70 2392.21 7.97 0
2552.72 2377.20 7.00 0
2552.74 2360.60 5.71 0
2552.81 2344.89 4.25 0
2552.76 2329.03 2.55 0
2552.76 2324.34 2.49 0
2552.97 2318.76 2.47 0
2553.54 2307.62 2.36 0
2555.46 2292.25 2.28 0
2559.08 2278.01 1.99 0
2563.53 2264.64 1.60 0
2569.44 2252.51 1.13 0
2576.08 2241.17 0.60 0
2583.81 2231.03 0.04 0
2592.07 2221.31 -0.54 0
2601.50 2212.30 -1.14 0
2611.11 2204.15 -1.69 0
2621.37 2196.12 -2.22 0
2632.07 2188.61 -2.69 0
2642.83 2181.28 -3.07 0
2653.72 2174.08 -3.36 0
2664.60 2167.05 -3.53 0
2676.09 2159.46 -3.58 0
2686.47 2152.52 -3.47 0
2696.85 2145.10 -3.23 0
2706.93 2137.56 -2.87 0
2716.70 2129.47 -2.41 0
2726.12 2120.90 -1.88 0
2735.05 2111.73 -1.29 0
2743.66 2101.79 -0.65 0
2751.43 2091.12 -0.01 0
2758.76 2079.43 0.65 0
2765.17 2066.97 1.28 0
2770.88 2053.57 1.87 0
2775.83 2038.72 2.41 0
2779.50 2023.02 2.86 0
2780.07 2020.26 2.92 0
2782.71 2005.75 3.23 0
2783.22 2000.04 3.30 0
2784.37 1986.93 3.47 0
2784.67 1977.39 3.52 0
2784.97 1969.79 3.57 0
2785.00 1966.55 3.58 0
2785.01 1961.14 3.58 0
2785.00 1952.72 3.58 0
2784.98 1931.12 3.62 0
2785.00 1914.95 4.14 0
2785.01 1901.28 5.46 0
2784.96 1867.26 8.76 0
2784.96 1851.11 9.72 0
2784.97 1838.83 9.77 0
2784.93 1815.28 9.82 0
2785.01 1782.76 9.82 0
2784.97 1719.10 9.82 0
2785.00 1659.15 9.82 0
2785.18 1650.41 9.82 0
2785.64 1647.32 9.82 0
2786.44 1644.26 9.82 0
2788.05 1641.16 9.82 0
2790.00 1638.39 9.83 0
2795.55 1631.61 9.82 0
2802.74 1623.15 9.82 0
2811.80 1612.17 9.82 0
2819.99 1602.49 9.82 0
2826.81 1594.53 9.82 0
2833.18 1586.50 9.82 0
2839.01 1577.97 9.82 0
2844.22 1569.20 9.82 0
2848.93 1560.12 9.82 0
2853.10 1551.00 9.83 0
2856.81 1541.56 9.82 0
2860.00 1532.27 9.82 0
2862.71 1522.92 9.82 0
2864.83 1513.95 9.82 0
2866.56 1505.08 9.82 0
2867.79 1496.55 9.83 0
2868.51 1488.46 9.82 0
2868.73 1483.22 9.82 0
2868.74 1369.78 9.82 0
2868.79 1344.50 9.82 0
2868.75 1339.11 9.82 0
2868.74 1239.21 9.82 0
2868.72 1223.21 9.82 0
2866.87 1212.07 9.76 0
2863.45 1200.46 9.77 0
2858.54 1186.88 9.78 0
2852.46 1172.17 9.79 0
2845.26 1156.47 9.79 0
2837.25 1140.08 9.79 0
2828.49 1123.49 9.81 0
2818.85 1106.31 9.81 0
2808.79 1089.52 9.82 0
2795.02 1071.21 10.91 0
2785.18 1057.63 10.92 0
2777.45 1046.95 10.37 0
2772.06 1037.21 10.06 0
2769.02 1028.47 9.92 0
2768.74 1023.36 9.92 0
2768.72 983.27 9.90 0
2768.74 701.56 9.82 0
2768.71 684.46 9.40 0
2769.06 635.87 7.66 0
2769.18 624.44 7.40 0
2769.21 612.20 7.29 0
2769.18 528.52 7.30 0
2769.17 442.68 7.29 0
2769.18 407.40 7.29 0
2769.13 323.49 7.29 0
2769.20 295.12 7.29 0
2771.19 282.38 7.61 0
2775.16 268.38 7.95 0
2785.50 240.22 8.59 0
2796.89 209.44 10.49 0
2805.30 182.18 13.67 0
2809.67 168.31 15.58 0
2814.23 154.54 17.45 0
2817.70 142.49 19.17 0
2820.70 128.58 21.16 0
2824.62 105.86 24.00 0
2827.35 85.47 25.44 0
2829.84 64.36 26.05 0
2831.52 36.34 26.91 0
2831.58 -2.12 28.63 0
2831.98 -56.98 31.69 0
2832.02 -81.42 32.77 0
2832.24 -92.44 32.99 0
2831.68 -104.50 33.22 0
2830.83 -112.55 32.98 0
2828.98 -121.22 32.72 0
2825.94 -131.14 32.00 0
2821.50 -142.47 31.25 0
2810.41 -168.50 29.00 0
2796.51 -196.63 26.21 0
2790.59 -207.15 25.08 0
2789.08 -210.20 24.76 0
2780.80 -225.10 23.14 0
2772.90 -239.91 21.37 0
2766.48 -252.54 19.88 0
2762.47 -259.65 19.03 0
2758.79 -265.66 18.36 0
2753.18 -272.35 17.65 0
2746.63 -277.95 17.08 0
2741.30 -280.82 16.71 0
2730.92 -284.44 16.09 0
2721.78 -287.58 15.57 0
2709.02 -290.95 15.02 0
2696.09 -294.19 14.46 0
2684.56 -296.33 13.97 0
2672.79 -297.69 13.47 0
2661.26 -298.92 13.12 0
2649.08 -299.42 12.76 0
2636.84 -299.10 12.64 0
2624.87 -298.68 12.53 0
2612.23 -297.67 12.75 0
2601.06 -296.66 12.97 0
2592.00 -295.65 13.22 0
2583.21 -294.56 13.50 0
2574.55 -293.01 13.81 0
2566.10 -291.58 14.11 0
2557.88 -290.30 14.37 0
2549.52 -288.98 14.63 0
2540.84 -287.69 14.92 0
2532.39 -286.56 15.20 0
2524.77 -285.58 15.42 0
2510.72 -283.91 15.83 0
2488.79 -281.30 16.41 0
2467.28 -278.94 16.92 0
2452.57 -277.89 17.16 0
2436.35 -276.76 17.43 0
2422.33 -275.99 17.52 0
2406.90 -275.94 17.61 0
2394.15 -276.96 18.28 0
2380.04 -279.69 18.97 0
2375.21 -281.43 19.66 0
2370.49 -283.20 20.33 0
2367.59 -284.31 20.74 0
2364.14 -285.83 21.21 0
2354.89 -289.69 22.46 0
2350.16 -292.27 23.38 0
2343.25 -296.01 24.71 0
2331.49 -303.21 27.03 0
2320.20 -310.93 29.34 0
2308.15 -319.24 32.01 0
2297.03 -326.61 34.11 0
2284.74 -334.45 36.30 0
2273.74 -340.95 37.56 0
2260.67 -347.23 39.05 0
2249.38 -351.79 40.12 0
2236.57 -355.77 41.28 0
2226.15 -358.23 42.74 0
2222.41 -358.81 43.21 0
2214.27 -360.39 44.24 0
2208.01 -360.74 45.21 0
2197.54 -361.68 46.87 0
2191.40 -361.86 47.85 0
2181.68 -361.80 49.44 0
2173.61 -361.74 50.77 0
2165.18 -361.45 52.04 0
2156.41 -360.98 53.34 0
2149.39 -360.69 54.27 0
2141.84 -360.57 55.09 0
2132.54 -360.45 56.09 0
2124.50 -360.68 56.86 0
2113.91 -361.24 57.87 0
2109.09 -361.56 58.35 0
2099.82 -362.62 59.35 0
2095.75 -363.56 59.82 0
2087.84 -365.31 60.73 0
2076.48 -368.41 62.00 0
2064.67 -372.86 63.45 0
2053.72 -378.24 64.62 0
2043.17 -384.59 65.89 0
2033.65 -392.94 66.80 0
2024.56 -401.57 67.70 0
2018.75 -410.46 68.00 0
2016.19 -414.98 68.14 0
2010.84 -424.55 68.44 0
2008.81 -430.20 68.55 0
2005.72 -437.89 68.69 0
2001.88 -451.30 68.94 0
1999.47 -462.75 69.38 0
1997.66 -474.96 69.85 0
1997.43 -478.12 69.97 0
1997.21 -489.05 70.41 0
1997.88 -494.92 70.65 0
1998.49 -502.08 70.93 0
1999.32 -505.70 71.01 0
2002.10 -516.02 71.24 0
2005.87 -527.10 71.47 0
2008.73 -532.37 71.29 0
2012.88 -539.83 71.03 0
2015.29 -543.45 70.96 0
2021.09 -552.26 70.82 0
2025.16 -557.16 70.60 0
2033.15 -566.35 70.10 0
2042.49 -575.39 69.41 0
2046.48 -579.08 69.03 0
2055.37 -586.77 67.98 0
2062.91 -593.55 67.08 0
2072.10 -601.61 66.00 0
2078.88 -607.04 64.95 0
2088.07 -615.10 63.46 0
2098.47 -623.54 61.84 0
2103.82 -627.91 60.86 0
2111.28 -633.93 59.50 0
2116.93 -638.46 58.47 0
2124.76 -644.56 57.06 0
2128.91 -648.02 56.27 0
2138.70 -655.41 54.46 0
2147.67 -662.34 52.79 0
2152.87 -666.26 51.85 0
2161.53 -672.66 50.36 0
2170.42 -679.37 48.82 0
2181.04 -687.43 46.98 0
2184.81 -690.37 46.42 0
2192.91 -696.47 45.22 0
2197.39 -699.71 44.57 0
2205.53 -705.59 43.39 0
